2,100,1,100
2,100,1,110
2,100,1,114
2,100,1,109
2,100,1,118
2,100,1,115
2,100,1,108
2,100,1,106
2,100,1,108
2,100,1,114
2,100,1,107
2,100,1,121
2,100,1,112
2,100,1,100
2,100,1,109
2,100,1,101
2,100,1,102
2,100,1,100
2,100,1,106
2,100,1,100
2,100,1,111
2,100,1,102
2,200,1,201
2,200,1,203
2,200,1,200
2,200,1,200
2,200,1,200
2,200,1,201
2,200,1,203
2,200,1,200
2,200,1,200
2,200,1,202
2,200,1,200
2,200,1,200
2,200,1,202
2,300,1,301
2,300,1,301
2,300,1,300
2,300,1,300
2,300,1,300
2,300,1,301
2,300,1,301
2,300,1,301
2,300,1,300
2,300,1,300
2,300,1,301
2,400,1,400
2,400,1,401
2,400,1,401
2,400,1,401
2,400,1,401
2,400,1,401
2,400,1,400
2,400,1,400
2,400,1,401
2,400,1,400
2,400,1,400
2,500,1,500
2,500,1,501
2,500,1,500
2,500,1,501
2,500,1,500
2,500,1,501
2,500,1,500
2,500,1,501
2,500,1,501
2,500,1,500
2,100,3,101
2,100,3,100
2,500,1,500
2,100,3,100
2,100,3,106
2,100,3,101
2,100,3,101
2,100,3,103
2,100,3,101
2,100,3,102
2,100,3,101
2,100,3,100
2,100,3,100
2,100,3,100
2,100,3,100
2,100,3,101
2,100,3,101
2,100,3,103
2,100,3,100
2,100,3,105
2,100,3,101
2,100,3,105
2,100,3,100
2,200,3,201
2,200,3,201
2,200,3,200
2,200,3,200
2,200,3,200
2,200,3,200
2,200,3,203
2,200,3,202
2,200,3,201
2,200,3,202
2,200,3,202
2,200,3,204
2,200,3,201
2,300,3,303
2,300,3,301
2,300,3,304
2,300,3,300
2,300,3,301
2,300,3,307
2,300,3,301
2,300,3,304
2,300,3,300
2,300,3,300
2,300,3,301
2,400,3,400
2,400,3,400
2,400,3,400
2,400,3,401
2,400,3,400
2,400,3,400
2,400,3,400
2,400,3,400
2,400,3,401
2,400,3,410
2,400,3,401
2,500,3,500
2,500,3,501
2,500,3,500
2,500,3,502
2,500,3,500
2,500,3,502
2,500,3,501
2,500,3,500
2,500,3,501
2,500,3,502
2,100,5,101
2,100,5,105
2,500,3,501
2,100,5,100
2,100,5,100
2,100,5,100
2,100,5,101
2,100,5,100
2,100,5,101
2,100,5,101
2,100,5,101
2,100,5,100
2,100,5,108
2,100,5,100
2,100,5,100
2,100,5,101
2,100,5,102
2,100,5,101
2,100,5,100
2,100,5,100
2,100,5,101
2,100,5,101
2,100,5,102
2,200,5,208
2,200,5,200
2,200,5,201
2,200,5,206
2,200,5,200
2,200,5,204
2,200,5,200
2,200,5,207
2,200,5,201
2,200,5,203
2,200,5,207
2,200,5,200
2,200,5,200
2,300,5,301
2,300,5,300
2,300,5,302
2,300,5,300
2,300,5,301
2,300,5,300
2,300,5,301
2,300,5,300
2,300,5,301
2,300,5,301
2,300,5,300
2,400,5,401
2,400,5,401
2,400,5,402
2,400,5,400
2,400,5,400
2,400,5,401
2,400,5,400
2,400,5,402
2,400,5,401
2,400,5,400
2,400,5,401
2,500,5,501
2,500,5,501
2,500,5,501
2,500,5,500
2,500,5,500
2,500,5,503
2,500,5,500
2,500,5,500
2,500,5,500
2,500,5,500
4,100,1,100
4,100,1,100
2,500,5,500
4,100,1,100
4,100,1,103
4,100,1,101
4,100,1,100
4,100,1,100
4,100,1,102
4,100,1,101
4,100,1,100
4,100,1,100
4,100,1,102
4,100,1,100
4,100,1,120
4,100,1,100
4,100,1,100
4,100,1,102
